ident	gene	coefD	pvalD	padjD	coefC	pvalC	padjC	mastfc	alpha	ref_alpha	mu	ref_mu	mean	ref_mean	log2fc
Goblet	MUC5AC	4.625571884	2.0488E-17	2.5162E-14	#N/A	1	1	3.326164208	0.147727273	0	2.740324172	-15.10399472	-0.01863236	-15.10399472	15.08536236
Goblet	PRSS22	3.507280774	1.31746E-15	1.0408E-12	-0.150554762	0.777746426	1	0.084497649	0.164772727	0.00270636	1.30021309	1.739455084	-1.301153215	-6.785461603	5.484308388
Goblet	HOXB13	2.836343153	1.11042E-14	7.84891E-12	0.187580522	0.564553567	1	0.058951767	0.215909091	0.00811908	0.985290019	0.884847814	-1.226138941	-6.056912552	4.830773612
Goblet	ITGA2	2.645939426	7.4819E-10	1.39558E-07	0.020522518	0.944749828	1	0.147151734	0.136363636	0.00541272	1.071341487	1.530071721	-1.803004171	-5.996754738	4.193750567
Goblet	DUOXA2	2.631784997	8.77375E-12	3.10083E-09	1.479215745	0.013371921	0.575592631	0.074679728	0.142045455	0.00811908	3.307990172	1.001747443	0.492439727	-5.940223488	6.432663214
Goblet	MAP3K5	2.346964821	2.99321E-08	3.7569E-06	-0.14467318	0.650588513	1	0.071670923	0.119318182	0.0067659	1.288515639	2.100270203	-1.778474782	-5.105830444	3.327355662
Goblet	C4BPB	2.321678745	1.03687E-08	1.45054E-06	0.363667795	0.366629044	1	0.054690108	0.125	0.00811908	0.974508587	0.741468463	-2.025345485	-6.200009272	4.174663787
Goblet	ITGA6	2.262037172	4.79347E-14	3.06554E-11	0.574460049	0.002947696	0.207387075	0.222457898	0.267045455	0.02165088	1.643213089	0.85501948	-0.261593682	-4.673388024	4.411794342
Goblet	MUC5B	2.256312881	2.28488E-11	7.30619E-09	1.281833293	9.90816E-08	5.54444E-05	0.294109723	0.221590909	0.01488498	2.596366372	0.670824516	0.422360767	-5.397472405	5.819833172
Goblet	DUOX2	2.201885861	2.87805E-10	6.33644E-08	0.834861222	0.058386295	1	0.020413381	0.159090909	0.0135318	2.135271833	1.257800645	-0.516755577	-4.948453502	4.431697926
Goblet	SAMD9L	2.189537019	1.28913E-10	3.09162E-08	-0.128981633	0.59191684	1	0.249918189	0.153409091	0.01488498	1.501364583	2.31416063	-1.203099684	-3.755293246	2.552193562
Goblet	REG4	2.119061985	7.02099E-31	4.7146E-27	1.682052477	2.41193E-14	3.23923E-11	0.584962877	0.619318182	0.143437077	4.608345437	2.874483417	3.917099175	0.073006676	3.844092499
Goblet	SKIL	2.105956272	5.70016E-12	2.12648E-09	0.290428569	0.201135763	1	0.244451751	0.193181818	0.0202977	1.428734098	1.938790192	-0.943171127	-3.683234116	2.740062989
Goblet	CDC25B	2.073553068	1.43004E-09	2.46224E-07	0.124385942	0.594161047	1	0.191050388	0.153409091	0.01488498	1.1250696	1.423679903	-1.579370872	-4.645308767	3.065937896
Goblet	FAM91A1	2.058416202	2.55141E-07	2.22503E-05	0.086350154	0.73549786	1	0.090628314	0.119318182	0.00947226	0.641336612	1.189429623	-2.425583745	-5.530768874	3.105185129
Goblet	CMIP	1.986706785	3.94316E-14	2.64783E-11	0.064395253	0.679149869	1	0.170876742	0.289772727	0.035182679	1.513186478	1.862682368	-0.273784623	-2.965999605	2.692214982
Goblet	ITGAV	1.918890509	1.25713E-09	2.2511E-07	0.305165606	0.090913766	1	0.086694266	0.1875	0.0202977	1.531374184	1.634200927	-0.883601905	-3.987702197	3.104100291
Goblet	SMC5	1.905630056	1.49114E-09	2.53493E-07	-0.085826677	0.658091507	1	0.194359703	0.181818182	0.0202977	1.911762506	2.218077325	-0.547620121	-3.404037726	2.856417605
Goblet	MUC4	1.886925251	1.81994E-22	6.11046E-19	0.194588005	0.026304695	0.847175191	0.17604379	0.698863636	0.220568336	2.43541203	2.345849904	1.91849818	0.16517598	1.7533222
Goblet	F3	1.862827034	2.09058E-13	1.22072E-10	0.547905575	0.015436409	0.622555485	0.554068006	0.25	0.040595399	2.168365817	2.122620755	0.168393157	-2.499696905	2.668090062
Goblet	SLC12A2	1.852913974	2.64595E-09	4.23037E-07	0.222104298	0.328318937	1	0.121690979	0.221590909	0.02300406	1.414955443	1.376829574	-0.759019991	-4.064468348	3.305448357
Goblet	SPRED1	1.848445276	9.13119E-08	9.58061E-06	-0.032172543	0.871266178	1	0.052987257	0.153409091	0.01623816	0.788907577	1.572558148	-1.9155057	-4.371075726	2.455570025
Goblet	CD55	1.847556014	2.06092E-17	2.5162E-14	0.547806493	0.00046772	0.051642523	0.781977654	0.369318182	0.066305819	1.932064579	1.652425088	0.495019106	-2.26211213	2.757131236
Goblet	SEC24D	1.845958963	8.34157E-09	1.2046E-06	0.162929062	0.460093665	1	0.098125532	0.170454545	0.0202977	1.361385016	1.558509864	-1.191078415	-4.063358964	2.872280549
Goblet	SLC30A7	1.842630305	4.70554E-07	3.67415E-05	-0.253304213	0.224002678	1	0.048582687	0.142045455	0.0135318	0.823520256	1.826561091	-1.991915365	-4.380099643	2.388184278
Goblet	VWA1	1.814154782	1.06706E-06	7.02478E-05	0.188812734	0.583520202	1	0.254863985	0.113636364	0.0135318	0.974486472	1.548724266	-2.162854445	-4.657757769	2.494903325
Goblet	TC2N	1.802339529	2.74152E-12	1.12158E-09	-0.030000794	0.861096728	1	0.233976975	0.267045455	0.039242219	1.290607043	1.995447888	-0.614189762	-2.675750163	2.0615604
Goblet	FAM118A	1.802214076	7.39013E-11	1.98499E-08	0.015832777	0.934748002	1	0.222557035	0.221590909	0.031123139	1.867837447	2.307598488	-0.306152526	-2.698012532	2.391860006
Goblet	CLDN12	1.740508368	1.77261E-07	1.68838E-05	-0.025124637	0.903522108	1	0.041424506	0.164772727	0.01894452	1.024652959	1.659473826	-1.576695601	-4.061930413	2.485234813
Goblet	TRIQK	1.726458528	4.02388E-06	0.000202975	-0.297068905	0.224723464	1	0.077559222	0.125	0.0135318	0.468050184	1.897931965	-2.531742521	-4.308769385	1.777026863
Goblet	RP11-747H7.3	1.719233137	3.9887E-07	3.21534E-05	-0.109529128	0.626389124	1	0.029571819	0.153409091	0.01894452	1.71865358	2.161731164	-0.985821851	-3.559870432	2.574048581
Goblet	PLA2G2A	1.678107492	1.57668E-16	1.51249E-13	0.796513436	0.000281479	0.036100157	0.425712194	0.465909091	0.106901218	2.772616143	1.962203591	1.670743401	-1.263358385	2.934101786
Goblet	RIF1	1.663715453	7.1961E-06	0.000316865	-0.297897556	0.187791359	1	0.06398552	0.119318182	0.01488498	1.317031414	2.194064518	-1.749961429	-3.875342052	2.125380623
Goblet	B3GNT6	1.663711224	6.6939E-11	1.8729E-08	-0.287051129	0.067907257	1	0.020974914	0.261363636	0.044654939	1.593318664	2.456437083	-0.342512631	-2.028439681	1.68592705
Goblet	RAPH1	1.650889337	1.35455E-06	8.12124E-05	0.022500398	0.908887991	1	0.027139556	0.147727273	0.01894452	1.350547967	1.487479014	-1.408351257	-4.233840239	2.825488982
Goblet	DIRC2	1.638091426	1.15429E-05	0.00046834	-0.016927052	0.943684803	1	0.048058763	0.113636364	0.01488498	0.98387477	1.451655457	-2.153467202	-4.617352609	2.463885407
Goblet	RAB22A	1.63380231	3.07965E-08	3.81691E-06	-0.0274415	0.872977028	1	0.102816728	0.193181818	0.028416779	0.482026043	1.499126697	-1.889820243	-3.637491021	1.747670779
Goblet	DNAJC10	1.630845995	7.32003E-09	1.08031E-06	0.177211346	0.285619275	1	0.150233602	0.204545455	0.032476319	1.152045259	1.382716809	-1.137389672	-3.561283289	2.423893617
Goblet	ZNF518A	1.608616099	2.44276E-07	2.1583E-05	0.144839376	0.435341791	1	0.107218058	0.170454545	0.02435724	1.354820426	1.439762011	-1.19764265	-3.919138787	2.721496137
Goblet	ACBD3	1.606053829	3.30257E-07	2.78953E-05	-0.116974749	0.537645565	1	0.056664572	0.181818182	0.02435724	1.084825336	1.79775901	-1.374519375	-3.561274663	2.186755288
Goblet	TRA2A	1.594967444	6.38445E-09	9.63407E-07	0.15526327	0.35011321	1	0.154929457	0.232954545	0.036535859	1.326499159	1.555142832	-0.775326672	-3.219032654	2.443705982
Goblet	RAB15	1.594598889	1.72527E-05	0.000645413	-0.453924433	0.034006705	0.956110403	0.036952623	0.125	0.01488498	0.393196344	1.950345635	-2.606585323	-4.118951943	1.51236662
Goblet	FBXW11	1.591354852	2.10988E-05	0.00076583	0.030059401	0.892253974	1	0.088613019	0.113636364	0.01488498	0.93307447	1.368942206	-2.204261712	-4.700007412	2.4957457
Goblet	GOLGA4	1.587025132	5.40633E-11	1.57841E-08	0.005537076	0.967785745	1	0.170303806	0.318181818	0.058186739	1.558730967	1.85768929	-0.093315931	-2.245293568	2.151977637
Goblet	B3GNT7	1.582662521	1.32579E-09	2.31239E-07	-0.107778725	0.5701515	1	0.022351005	0.289772727	0.048714479	1.537329842	1.976426419	-0.249641843	-2.382875862	2.133234019
Goblet	APOL1	1.58056766	6.35513E-13	3.04819E-10	0.04512196	0.743564809	1	0.144217232	0.323863636	0.073071719	1.962739696	2.132337818	0.336220031	-1.642086712	1.978306743
Goblet	SI	1.568277062	1.68867E-05	0.000635471	0.008060597	0.967996787	1	0.013335519	0.136363636	0.01623816	1.064208685	1.553898575	-1.810136361	-4.389724443	2.579588082
Goblet	SDR16C5	1.560265364	3.35488E-12	1.32518E-09	0.244888247	0.075783434	1	0.023719487	0.346590909	0.073071719	1.96595002	2.069184633	0.437275507	-1.705234593	2.1425101
Goblet	PRR14L	1.560079236	3.34179E-06	0.000178796	0.218328749	0.234225957	1	0.095367202	0.147727273	0.0202977	1.146696194	1.244808584	-1.612188965	-4.376897279	2.764708313
Goblet	GOLGA5	1.555719371	1.59193E-06	9.46002E-05	-0.448587524	0.03885918	1	0.045618104	0.153409091	0.02300406	1.311580063	3.887251457	-1.392872978	-1.554598682	0.161725704
Goblet	GPCPD1	1.554558534	4.63873E-06	0.000225718	-0.159300063	0.470609502	1	0.117914275	0.130681818	0.0202977	1.014755242	1.8370117	-1.920979559	-3.784974924	1.863995366
Goblet	RP11-390F4.3	1.551513694	3.69856E-06	0.000191783	-0.380227853	0.112032652	1	0.051878795	0.136363636	0.02165088	1.422421109	2.348817066	-1.451951215	-3.180250143	1.728298928
Goblet	PSTPIP1	1.538094484	2.89696E-06	0.000159452	-0.041140001	0.847682546	1	0.231904584	0.119318182	0.028416779	1.628780243	2.619253379	-1.438236183	-2.517631815	1.079395632
Goblet	ANKRD36	1.532219443	3.02055E-06	0.000164902	-0.194220218	0.363031917	1	0.092771795	0.136363636	0.02300406	1.906728592	2.328838243	-0.967671333	-3.112783207	2.145111874
Goblet	FOXA2	1.530996178	7.27953E-05	0.001987075	-0.827645331	0.000276648	0.036100157	0.006115396	0.125	0.0135318	0.791024656	2.456068432	-2.208809626	-3.750889882	1.542080256
Goblet	TMEM92	1.520126179	2.04542E-06	0.000117393	-0.157171923	0.363265563	1	0.030983946	0.164772727	0.02435724	1.198343942	1.584669712	-1.403016194	-3.774288867	2.371272673
Goblet	UGCG	1.515496269	1.33516E-07	1.30885E-05	-0.072936172	0.631926601	1	0.070976187	0.193181818	0.032476319	0.962007231	1.71749873	-1.409873721	-3.226598268	1.816724547
Goblet	RDH10	1.513819089	4.55792E-05	0.001359671	0.162485696	0.458957642	1	0.056180582	0.113636364	0.01623816	0.747115475	0.917020395	-2.390197687	-5.026133875	2.635936188
Goblet	SHOC2	1.504711436	5.32375E-06	0.000251753	-0.042314415	0.837820326	1	0.111197307	0.142045455	0.02165088	1.239781015	1.93538096	-1.575689646	-3.593565692	2.017876046
Goblet	USP53	1.489997356	1.28406E-10	3.09162E-08	0.096566118	0.400968443	1	0.073823417	0.329545455	0.069012179	1.659990051	1.889120585	0.0585658	-1.967735439	2.02630124
Goblet	CASC7	1.475538273	7.75799E-05	0.002096374	0.177060818	0.42495007	1	0.051667297	0.113636364	0.01623816	1.260336604	1.186570145	-1.877033538	-4.756807938	2.879774399
Goblet	ANKRD36C	1.475034967	3.24711E-15	2.4227E-12	0.533415984	2.56388E-05	0.006135565	0.051731787	0.477272727	0.148849797	3.33058071	2.715830308	2.263470974	-0.032204877	2.295675851
Goblet	SPINK5	1.46983851	2.43129E-05	0.000852701	0.366088226	0.323977844	1	0.045532651	0.136363636	0.01894452	1.667049302	1.586990327	-1.207338118	-4.134379327	2.927041209
Goblet	RNF19A	1.468577765	5.44589E-08	6.04449E-06	0.124678029	0.439477828	1	0.096319003	0.204545455	0.040595399	1.338483421	1.591922916	-0.9509602	-3.030295913	2.079335713
Goblet	S100P	1.464251125	5.07639E-13	2.52503E-10	1.200715236	1.46908E-30	9.86484E-27	0.072121745	0.840909091	0.48849797	3.952494965	2.846355128	3.702517213	1.812785565	1.889731648
Goblet	GALNT3	1.447071024	6.50782E-10	1.24857E-07	0.21172894	0.086463833	1	0.065590197	0.329545455	0.070365359	1.669919712	1.877763532	0.06849528	-1.951080043	2.019575323
Goblet	FNIP2	1.445047472	1.23074E-07	1.2335E-05	-0.026569514	0.854162203	1	0.071774654	0.232954545	0.040595399	1.399674836	1.688009873	-0.702153655	-2.934229646	2.232075992
Goblet	CSNK1G3	1.442233976	3.89036E-05	0.001199304	-0.088183556	0.683861055	1	0.044172839	0.130681818	0.01894452	1.106586053	1.872523787	-1.829157063	-3.848972608	2.019815545
Goblet	XIST	1.436974599	9.14109E-11	2.36086E-08	0.687358203	8.76852E-05	0.016586082	0.542228361	0.306818182	0.074424899	2.534415733	1.664591532	0.829887592	-2.083318616	2.913206208
Goblet	CXCL3	1.433218567	1.22569E-06	7.69205E-05	0.560174373	0.121123983	1	0.18952313	0.176136364	0.031123139	2.970669304	2.546596968	0.465458439	-2.459053373	2.924511812
Goblet	ASPH	1.431046882	1.79812E-07	1.69253E-05	0.048917392	0.762234859	1	0.103923264	0.232954545	0.040595399	1.295434327	1.823980172	-0.806390334	-2.798286367	1.991896033
Goblet	FRMD3	1.428559936	1.0231E-07	1.04887E-05	-0.256165777	0.128199629	1	0.00672016	0.215909091	0.043301759	0.921421722	2.170039345	-1.290003837	-2.35919011	1.069186273
Goblet	C6orf62	1.428131203	3.08985E-07	2.6431E-05	0.172355171	0.307050437	1	0.124130786	0.221590909	0.037889039	1.398353375	1.529607083	-0.775621434	-3.192108287	2.416486853
Goblet	MYO1B	1.422800538	0.000231181	0.004689968	0.397098959	0.085137831	1	0.060692767	0.113636364	0.01488498	1.48428443	1.313863022	-1.65310489	-4.755045776	3.101940886
Goblet	VMP1	1.422148615	5.26383E-11	1.57096E-08	0.466977754	0.000282255	0.036100157	0.340500888	0.380681818	0.092016238	2.191283306	1.763233257	0.79795547	-1.678615378	2.476570849
Goblet	TAB2	1.415401305	0.000104568	0.002639746	-0.211783057	0.312302192	1	0.030713766	0.119318182	0.01759134	0.206857489	1.524255325	-2.859994755	-4.303940366	1.443945611
Goblet	ITGB6	1.39877301	0.000150888	0.003360585	-0.057303589	0.784485818	1	0.008972577	0.119318182	0.01759134	0.703087315	1.473857825	-2.363841164	-4.354309607	1.990468444
Goblet	DNAJB14	1.396379527	5.93908E-06	0.000271299	0.169714653	0.383750416	1	0.151678386	0.153409091	0.028416779	1.417389244	1.784710921	-1.287070237	-3.351995756	2.06492552
Goblet	SLC38A2	1.391564047	3.19773E-08	3.90413E-06	-0.131476708	0.391267718	1	0.153824559	0.261363636	0.052774019	1.305289856	2.026264986	-0.630532961	-2.217582857	1.587049896
Goblet	TM9SF3	1.386762947	2.35683E-09	3.81353E-07	0.403709601	0.001562119	0.127147041	0.132712072	0.357954545	0.082543978	1.834837784	1.59441165	0.352706686	-2.004130792	2.356837477
Goblet	ADAM10	1.380172171	1.08383E-05	0.000450645	-0.14391375	0.399618253	1	0.046255052	0.164772727	0.027063599	0.85054571	1.70141303	-1.750789759	-3.505636664	1.754846905
Goblet	RASD2	1.377902994	0.000105776	0.00266113	0.00943625	0.968114843	1	0.009969652	0.113636364	0.02165088	1.540689836	1.735047109	-1.596703862	-3.793827474	2.197123612
Goblet	RP11-220I1.1	1.375796315	8.82345E-07	6.10819E-05	-0.098564773	0.572338777	1	0.085141019	0.198863636	0.037889039	1.236010363	1.969967505	-1.094068176	-2.751842623	1.657774447
Goblet	XRN1	1.367100915	1.31015E-05	0.000520571	-0.128988659	0.487021571	1	0.077922941	0.142045455	0.028416779	1.046285006	1.655648654	-1.769170618	-3.481019992	1.711849374
Goblet	ZFC3H1	1.364612401	5.58256E-05	0.001602004	-0.17632414	0.389466614	1	0.040344268	0.125	0.02300406	1.367318172	2.074548666	-1.632570681	-3.367006053	1.734435371
Goblet	PUM2	1.363753285	5.62275E-05	0.001610097	0.10132564	0.582431445	1	0.046607407	0.142045455	0.02165088	1.3685682	1.586652344	-1.446911407	-3.94216202	2.495250613
Goblet	TM9SF2	1.361439157	3.75806E-09	5.8687E-07	0.057798626	0.6716003	1	0.183342126	0.335227273	0.077131258	1.5022824	1.868205771	-0.074477494	-1.828200516	1.753723022
Goblet	AREG	1.360158276	1.33728E-06	8.08991E-05	0.288185216	0.158303244	1	0.103576392	0.164772727	0.041948579	2.14558654	1.874587341	-0.455817154	-2.700391782	2.244574629
Goblet	GCC2	1.354155126	3.76866E-13	1.94666E-10	0.385397266	4.52898E-05	0.009945916	0.323123172	0.539772727	0.186738836	2.412271354	2.108156408	1.522701905	-0.312708309	1.835410214
Goblet	SAMD9	1.353584985	4.34414E-10	8.97567E-08	0.34896426	0.00869533	0.439016115	0.121226448	0.306818182	0.085250338	1.771386554	2.002563525	0.066869548	-1.549477413	1.616346962
Goblet	WDFY1	1.352419127	0.000261163	0.0051278	-0.037748604	0.848120606	1	0.035314043	0.113636364	0.01759134	0.994231898	1.493164845	-2.143111229	-4.33501353	2.191902301
Goblet	ADAM9	1.348359817	6.37473E-07	4.67829E-05	-0.104795512	0.491745873	1	0.054476093	0.221590909	0.043301759	1.371334104	1.886533805	-0.802639673	-2.642651985	1.840012312
Goblet	GFPT1	1.334670308	5.88147E-10	1.16159E-07	0.266180565	0.015835613	0.634842631	0.08525223	0.420454545	0.115020298	1.915515501	1.858683492	0.665552216	-1.26126922	1.926821436
Goblet	IBTK	1.333316405	2.19303E-05	0.000789609	0.396369856	0.026847964	0.851849017	0.038190356	0.170454545	0.028416779	1.34921175	1.12582455	-1.203251023	-4.010646898	2.807395876
Goblet	DNAJC12	1.328291001	5.83265E-07	4.4007E-05	-0.220429828	0.170763975	1	0.046690134	0.210227273	0.046008119	1.23890619	2.139878228	-1.011006859	-2.301896762	1.290889903
Goblet	GALNT1	1.326656392	3.19023E-05	0.001029922	-0.125513438	0.467353077	1	0.038786194	0.170454545	0.027063599	0.82982966	1.673929523	-1.722599205	-3.533111464	1.810512259
Goblet	EDEM3	1.326155914	1.79346E-06	0.000104665	-0.139132394	0.377033953	1	0.025706116	0.210227273	0.040595399	1.80014283	1.997805386	-0.449791232	-2.624492186	2.174700954
Goblet	HOOK3	1.314691533	6.34891E-05	0.001772679	0.165121831	0.449628156	1	0.097089949	0.125	0.025710419	1.530140976	1.847030337	-1.469759739	-3.434041263	1.964281524
Goblet	SLC35A1	1.313641898	1.12368E-06	7.31563E-05	-0.066828451	0.689412005	1	0.115334684	0.210227273	0.043301759	1.087017096	1.915168304	-1.162888714	-2.614022296	1.451133582
Goblet	AP3B1	1.306543629	0.000139815	0.003209777	0.269306963	0.20233778	1	0.087192963	0.125	0.02165088	0.90388968	0.814144941	-2.095957071	-4.714233174	2.618276103
Goblet	LCN2	1.306451039	4.00673E-07	3.21534E-05	1.507178156	1.31028E-05	0.003450409	0.265898381	0.238636364	0.050067659	3.845715312	2.138624732	1.778610207	-2.18117596	3.959786167
Goblet	IQGAP1	1.302847257	7.4609E-08	8.01599E-06	0.253495503	0.054109375	1	0.117663677	0.295454545	0.066305819	1.691826022	1.657097984	-0.067135641	-2.257439828	2.190304187
Goblet	MBOAT2	1.287985231	4.10463E-07	3.26184E-05	-0.059027063	0.677212628	1	0.035038707	0.244318182	0.054127199	1.397271673	1.890337544	-0.635847088	-2.316971825	1.681124738
Goblet	CKAP4	1.266809025	1.07046E-08	1.48204E-06	-0.191103837	0.091430645	1	0.059336755	0.363636364	0.096075778	1.582926202	2.252690495	0.123518514	-1.126912067	1.250430581
Goblet	C8orf4	1.265888582	6.21208E-11	1.77507E-08	0.435481776	0.010003133	0.478085661	0.499428893	0.403409091	0.133964817	2.641179731	2.577428909	1.331504943	-0.322600657	1.6541056
Goblet	GALNT7	1.264735751	3.67063E-07	3.02433E-05	0.061931103	0.589241786	1	0.029798258	0.284090909	0.063599459	1.43835534	1.718441664	-0.377181997	-2.256216766	1.879034769
Goblet	HK2	1.248356763	1.32199E-07	1.30546E-05	0.503297304	0.000130608	0.021193373	0.06092585	0.3125	0.075778078	1.813897618	1.423659995	0.135851346	-2.298229403	2.434080749
Goblet	IL13RA1	1.245648558	3.35848E-07	2.81902E-05	0.200419741	0.112987084	1	0.119556539	0.272727273	0.063599459	1.32513855	1.520474354	-0.549286969	-2.454157122	1.904870153
Goblet	TMC5	1.245286187	8.93049E-10	1.62076E-07	0.234804068	0.0205335	0.727611883	0.078598359	0.454545455	0.143437077	2.277910444	2.132431989	1.140417057	-0.669022317	1.809439374
Goblet	SLC40A1	1.21848968	2.43355E-07	2.1583E-05	0.66225561	0.000126988	0.021054857	0.242707705	0.272727273	0.069012179	1.710883911	1.330194177	-0.163551837	-2.526591261	2.363039424
Goblet	ZNF292	1.184442664	4.76853E-07	3.70181E-05	0.032696819	0.800113013	1	0.078568399	0.272727273	0.071718539	1.605781038	2.011734684	-0.268652188	-1.789643937	1.520991749
Goblet	ARGLU1	1.085601836	4.42343E-07	3.47407E-05	-0.004368025	0.972238383	1	0.175634288	0.340909091	0.105548038	1.671597828	2.090073538	0.119081666	-1.153873264	1.272954929
Goblet	BCAS1	1.0422027	5.08471E-08	5.69063E-06	0.281928263	0.000201016	0.027831401	0.088282302	0.767045455	0.468200271	2.719530043	2.701421055	2.33691591	1.606625882	0.730290028
Goblet	CEACAM6	1.021159557	9.94297E-09	1.40562E-06	0.996523453	2.02716E-16	3.88926E-13	0.162168922	0.551136364	0.257104195	3.012441721	2.022357279	2.152927079	0.06281147	2.090115609
Goblet	SLC26A3	-1.036405466	3.50071E-08	4.19773E-06	-0.046287391	0.84454402	1	-0.240012498	0.255681818	0.395128552	3.06839278	3.449143617	1.100828475	2.109543364	-1.008714889
Goblet	MPST	-1.044210198	1.71923E-07	1.64923E-05	-0.397928291	0.000167844	0.023980319	-0.131664485	0.403409091	0.451962111	1.949741899	2.488607132	0.640073082	1.342889721	-0.702816639
Goblet	LAMTOR4	-1.061939399	7.08503E-08	7.67354E-06	-0.417110912	4.59156E-05	0.009945916	-0.289880121	0.465909091	0.527740189	1.888020371	2.560562624	0.786153445	1.638468597	-0.852315153
Goblet	CLDN23	-1.072210973	1.09103E-07	1.11004E-05	-0.422052859	0.002093129	0.158817671	-0.086566059	0.193181818	0.316644114	1.262733501	2.408431955	-1.109163975	0.749382773	-1.858546748
Goblet	FCGRT	-1.076715697	2.79249E-07	2.41956E-05	-0.850525675	1.37187E-11	1.31602E-08	-0.215064669	0.380681818	0.404600812	1.906569626	3.0865505	0.513244974	1.781128717	-1.267883743
Goblet	CDX2	-1.095366453	1.93867E-07	1.80808E-05	-0.111518964	0.299346887	1	-0.056975644	0.301136364	0.343707713	1.541467205	2.028781661	-0.190011299	0.488054962	-0.678066261
Goblet	SFN	-1.105444785	4.31447E-07	3.40843E-05	0.036096243	0.80784876	1	-0.080954159	0.238636364	0.282814614	1.758962639	2.139699918	-0.308112941	0.31765207	-0.625765011
Goblet	ACAA2	-1.117187326	1.20522E-07	1.21701E-05	-0.292067465	0.02064984	0.729808802	-0.14604306	0.278409091	0.330175913	1.230245673	2.195140779	-0.614430845	0.59646571	-1.210896555
Goblet	CLCA4	-1.130188811	2.91442E-08	3.69251E-06	0.183564427	0.436992413	1	-0.111143147	0.176136364	0.316644114	2.836717489	2.938345431	0.331509003	1.27929113	-0.947782127
Goblet	DYNLL1	-1.131166092	4.97075E-08	5.64043E-06	0.340974804	0.002416282	0.176362332	-0.35377943	0.494318182	0.534506089	3.413818663	3.160788925	2.397334472	2.257071203	0.14026327
Goblet	C4orf48	-1.14009325	1.59682E-09	2.68066E-07	0.046334912	0.68744738	1	-0.312853529	0.267045455	0.414073072	2.070150409	2.168705518	0.165334417	0.896675699	-0.731341282
Goblet	RETSAT	-1.151036139	8.62768E-08	9.1236E-06	-0.274684724	0.019478431	0.701183012	-0.075445705	0.204545455	0.282814614	1.187349172	2.011305086	-1.102087493	0.189259432	-1.291346925
Goblet	BTNL8	-1.158133389	9.496E-08	9.8101E-06	0.022165646	0.866060871	1	-0.046548303	0.147727273	0.267929635	1.49159028	1.746774881	-1.267317575	-0.153265702	-1.114051873
Goblet	PCK1	-1.186591599	4.69075E-10	9.54497E-08	0.267403296	0.053650694	1	-0.099310842	0.289772727	0.427604871	2.797542815	2.782532574	1.01055098	1.556890738	-0.546339757
Goblet	GUCA2B	-1.187462048	6.25836E-12	2.27162E-09	-0.499440068	0.015061084	0.612940486	-0.270938715	0.420454545	0.648173207	4.074142655	4.713174812	2.824167754	4.087626952	-1.263459197
Goblet	PIGZ	-1.189868486	1.26644E-07	1.25987E-05	-0.20162101	0.087445637	1	-0.044572245	0.193181818	0.254397835	1.208724391	2.116319539	-1.163170366	0.141505527	-1.304675893
Goblet	HSD17B2	-1.222584544	6.99238E-09	1.04342E-06	-0.343520429	0.063578841	1	-0.212038177	0.164772727	0.296346414	1.532832536	2.326064288	-1.068546325	0.571440192	-1.639986517
Goblet	CA4	-1.271041569	1.22315E-11	4.21204E-09	-0.634424072	0.0205012	0.727611883	-0.349548842	0.244318182	0.435723951	3.572595857	4.581184509	1.539439642	3.382673049	-1.843233407
Goblet	NUDT14	-1.314834431	5.14099E-07	3.96802E-05	-0.265536119	0.052364155	1	-0.064152661	0.142045455	0.173207037	0.424406425	1.59468255	-2.390984643	-0.934683261	-1.456301382
Goblet	COMTD1	-1.323588273	3.79584E-10	7.96533E-08	-0.390004549	0.000521533	0.056033536	-0.074499856	0.255681818	0.346414073	1.128552034	2.114135821	-0.838971945	0.584723119	-1.423695065
Goblet	DHRS11	-1.427392842	6.1637E-09	9.51477E-07	-0.27533405	0.051861372	1	-0.076075151	0.164772727	0.221921516	1.078609464	1.721175898	-1.522742843	-0.450659089	-1.072083753
Goblet	PRAP1	-1.427561063	1.83514E-11	6.16149E-09	-0.303023952	0.222930007	1	-0.249116484	0.147727273	0.317997294	2.988870377	3.211922508	0.229908248	1.559018383	-1.329110135
Goblet	NLN	-1.57735125	1.66824E-12	7.22723E-10	-0.104344444	0.528762143	1	-0.061273544	0.119318182	0.297699594	1.859237969	2.26687444	-1.207792891	0.518823679	-1.726616571
Goblet	ANPEP	-1.626688749	3.48897E-13	1.87427E-10	-0.308534797	0.230271181	1	-0.256675122	0.119318182	0.301759134	2.133668649	2.925586233	-0.933376647	1.197068055	-2.130444702
Goblet	HMGCS2	-1.705679019	4.87988E-16	4.09605E-13	-0.49132943	0.001246724	0.107180882	-0.215099829	0.227272727	0.395128552	1.454075086	2.529329233	-0.683377602	1.189734101	-1.873111702
Goblet	AQP8	-1.740447969	1.94387E-20	5.22124E-17	-0.87232434	0.011605539	0.524789182	-0.430802245	0.221590909	0.51556157	3.757610361	5.363357391	1.5835916	4.407574959	-2.823983359
Goblet	CA2	-2.016751174	2.74021E-27	1.2267E-23	-0.543884417	0.005956243	0.344004056	-0.497214693	0.335227273	0.664411367	2.619855943	3.725809214	1.04308059	3.135959438	-2.092878849
Immature Goblet	IGFALS	4.571156042	2.22364E-15	6.42828E-13	#N/A	1	1	4.184905645	0.120967742	0	0.958197511	-15.83770929	-2.089016069	-15.83770929	13.74869322
