EnsemblID	type
ENSG00000141956	ciseqtl
ENSG00000142002	ciseqtl
ENSG00000142065	ciseqtl
ENSG00000142082	ciseqtl
ENSG00000142102	ciseqtl
ENSG00000142149	ciseqtl
ENSG00000142156	ciseqtl
ENSG00000142188	ciseqtl
ENSG00000142583	ciseqtl
ENSG00000142655	ciseqtl
ENSG00000142867	ciseqtl
ENSG00000142949	ciseqtl
ENSG00000143036	ciseqtl
ENSG00000143147	ciseqtl
ENSG00000143155	ciseqtl
ENSG00000143157	ciseqtl
ENSG00000143248	ciseqtl
ENSG00000143252	ciseqtl
ENSG00000143322	ciseqtl
ENSG00000143443	ciseqtl
ENSG00000143457	ciseqtl
ENSG00000143493	ciseqtl
ENSG00000143553	ciseqtl
ENSG00000143569	ciseqtl
ENSG00000143612	ciseqtl
ENSG00000143614	ciseqtl
ENSG00000143622	ciseqtl
ENSG00000143753	ciseqtl
ENSG00000143756	ciseqtl
ENSG00000143771	ciseqtl
ENSG00000143776	ciseqtl
ENSG00000143797	ciseqtl
ENSG00000143842	ciseqtl
ENSG00000144021	ciseqtl
ENSG00000144034	ciseqtl
ENSG00000144115	ciseqtl
ENSG00000144182	ciseqtl
ENSG00000144214	ciseqtl
ENSG00000144230	ciseqtl
ENSG00000144231	ciseqtl
ENSG00000144320	ciseqtl
ENSG00000144362	ciseqtl
ENSG00000144504	ciseqtl
ENSG00000144535	ciseqtl
ENSG00000144559	ciseqtl
ENSG00000144677	ciseqtl
ENSG00000144724	ciseqtl
ENSG00000144741	ciseqtl
ENSG00000144791	ciseqtl
ENSG00000144867	ciseqtl
ENSG00000144908	ciseqtl
ENSG00000145087	ciseqtl
ENSG00000145242	ciseqtl
ENSG00000145335	ciseqtl
ENSG00000145349	ciseqtl
ENSG00000145384	ciseqtl
ENSG00000145390	ciseqtl
ENSG00000145439	ciseqtl
ENSG00000145476	ciseqtl
ENSG00000145545	ciseqtl
ENSG00000145555	ciseqtl
ENSG00000145604	ciseqtl
ENSG00000145675	ciseqtl
ENSG00000145743	ciseqtl
ENSG00000145817	ciseqtl
ENSG00000145824	ciseqtl
ENSG00000145868	ciseqtl
ENSG00000145882	ciseqtl
ENSG00000145901	ciseqtl
ENSG00000145907	ciseqtl
ENSG00000145990	ciseqtl
ENSG00000145996	ciseqtl
ENSG00000146038	ciseqtl
ENSG00000146039	ciseqtl
ENSG00000146083	ciseqtl
ENSG00000146085	ciseqtl
ENSG00000146151	ciseqtl
ENSG00000146453	ciseqtl
ENSG00000146477	ciseqtl
ENSG00000146540	ciseqtl
ENSG00000146666	ciseqtl
ENSG00000146676	ciseqtl
ENSG00000146776	ciseqtl
ENSG00000146833	ciseqtl
ENSG00000146963	ciseqtl
ENSG00000146966	ciseqtl
ENSG00000147419	ciseqtl
ENSG00000147421	ciseqtl
ENSG00000147439	ciseqtl
ENSG00000147454	ciseqtl
ENSG00000147526	ciseqtl
ENSG00000147676	ciseqtl
ENSG00000147677	ciseqtl
ENSG00000147684	ciseqtl
ENSG00000147789	ciseqtl
ENSG00000147862	ciseqtl
ENSG00000148180	ciseqtl
ENSG00000148219	ciseqtl
ENSG00000148384	ciseqtl
ENSG00000148399	ciseqtl
ENSG00000148484	ciseqtl
ENSG00000148600	ciseqtl
ENSG00000148719	ciseqtl
ENSG00000148814	ciseqtl
ENSG00000148824	ciseqtl
ENSG00000148943	ciseqtl
ENSG00000149054	ciseqtl
ENSG00000149089	ciseqtl
ENSG00000149100	ciseqtl
ENSG00000149150	ciseqtl
ENSG00000149218	ciseqtl
ENSG00000149231	ciseqtl
ENSG00000149313	ciseqtl
ENSG00000149328	ciseqtl
ENSG00000149418	ciseqtl
ENSG00000149591	ciseqtl
ENSG00000149596	ciseqtl
ENSG00000150045	ciseqtl
ENSG00000150401	ciseqtl
ENSG00000150457	ciseqtl
ENSG00000150459	ciseqtl
ENSG00000150510	ciseqtl
ENSG00000150527	ciseqtl
ENSG00000150540	ciseqtl
ENSG00000150556	ciseqtl
ENSG00000151012	ciseqtl
ENSG00000151116	ciseqtl
ENSG00000151148	ciseqtl
ENSG00000151208	ciseqtl
ENSG00000151229	ciseqtl
ENSG00000151247	ciseqtl
ENSG00000151445	ciseqtl
ENSG00000151470	ciseqtl
ENSG00000151552	ciseqtl
ENSG00000151632	ciseqtl
ENSG00000151694	ciseqtl
ENSG00000151725	ciseqtl
ENSG00000151748	ciseqtl
ENSG00000151773	ciseqtl
ENSG00000151806	ciseqtl
ENSG00000152056	ciseqtl
ENSG00000152061	ciseqtl
ENSG00000152104	ciseqtl
ENSG00000152291	ciseqtl
ENSG00000152348	ciseqtl
ENSG00000152413	ciseqtl
ENSG00000152422	ciseqtl
ENSG00000152457	ciseqtl
ENSG00000152582	ciseqtl
ENSG00000152767	ciseqtl
ENSG00000152778	ciseqtl
ENSG00000152782	ciseqtl
ENSG00000152926	ciseqtl
ENSG00000152931	ciseqtl
ENSG00000152939	ciseqtl
ENSG00000152952	ciseqtl
ENSG00000153015	ciseqtl
ENSG00000153048	ciseqtl
ENSG00000153113	ciseqtl
ENSG00000153250	ciseqtl
ENSG00000153291	ciseqtl
ENSG00000153930	ciseqtl
ENSG00000153956	ciseqtl
ENSG00000154040	ciseqtl
ENSG00000154269	ciseqtl
ENSG00000154274	ciseqtl
ENSG00000154451	ciseqtl
ENSG00000154556	ciseqtl
ENSG00000154678	ciseqtl
ENSG00000154719	ciseqtl
ENSG00000154975	ciseqtl
ENSG00000155016	ciseqtl
ENSG00000155034	ciseqtl
ENSG00000155252	ciseqtl
ENSG00000155254	ciseqtl
ENSG00000155313	ciseqtl
ENSG00000155542	ciseqtl
ENSG00000155792	ciseqtl
ENSG00000155868	ciseqtl
ENSG00000156171	ciseqtl
ENSG00000156219	ciseqtl
ENSG00000156273	ciseqtl
ENSG00000156304	ciseqtl
ENSG00000156508	ciseqtl
ENSG00000156639	ciseqtl
ENSG00000156711	ciseqtl
ENSG00000156787	ciseqtl
ENSG00000156795	ciseqtl
ENSG00000156928	ciseqtl
ENSG00000156968	ciseqtl
ENSG00000157168	ciseqtl
ENSG00000157224	ciseqtl
ENSG00000157388	ciseqtl
ENSG00000157500	ciseqtl
ENSG00000157554	ciseqtl
ENSG00000157778	ciseqtl
ENSG00000157823	ciseqtl
ENSG00000157837	ciseqtl
ENSG00000157954	ciseqtl
ENSG00000158402	ciseqtl
ENSG00000158470	ciseqtl
ENSG00000158480	ciseqtl
ENSG00000158525	ciseqtl
ENSG00000158691	ciseqtl
ENSG00000158865	ciseqtl
ENSG00000159176	ciseqtl
ENSG00000159197	ciseqtl
ENSG00000159202	ciseqtl
ENSG00000159212	ciseqtl
ENSG00000159352	ciseqtl
ENSG00000159399	ciseqtl
ENSG00000159423	ciseqtl
ENSG00000159461	ciseqtl
ENSG00000159588	ciseqtl
ENSG00000159592	ciseqtl
ENSG00000159692	ciseqtl
ENSG00000159788	ciseqtl
ENSG00000159921	ciseqtl
ENSG00000160180	ciseqtl
ENSG00000160190	ciseqtl
ENSG00000160193	ciseqtl
ENSG00000160199	ciseqtl
ENSG00000160201	ciseqtl
ENSG00000160218	ciseqtl
ENSG00000160223	ciseqtl
ENSG00000160226	ciseqtl
ENSG00000160305	ciseqtl
ENSG00000160323	ciseqtl
ENSG00000160472	ciseqtl
ENSG00000160588	ciseqtl
ENSG00000160799	ciseqtl
ENSG00000161011	ciseqtl
ENSG00000161091	ciseqtl
ENSG00000161265	ciseqtl
ENSG00000161395	ciseqtl
ENSG00000161640	ciseqtl
ENSG00000161643	ciseqtl
ENSG00000161647	ciseqtl
ENSG00000161905	ciseqtl
ENSG00000161912	ciseqtl
ENSG00000162174	ciseqtl
ENSG00000162341	ciseqtl
ENSG00000162378	ciseqtl
ENSG00000162390	ciseqtl
ENSG00000162413	ciseqtl
ENSG00000162458	ciseqtl
ENSG00000162493	ciseqtl
ENSG00000162585	ciseqtl
ENSG00000162601	ciseqtl
ENSG00000162620	ciseqtl
ENSG00000162722	ciseqtl
ENSG00000162769	ciseqtl
ENSG00000162779	ciseqtl
ENSG00000162782	ciseqtl
ENSG00000162804	ciseqtl
ENSG00000162836	ciseqtl
ENSG00000162882	ciseqtl
ENSG00000162928	ciseqtl
ENSG00000162929	ciseqtl
ENSG00000162949	ciseqtl
ENSG00000162999	ciseqtl
ENSG00000163082	ciseqtl
ENSG00000163110	ciseqtl
ENSG00000163138	ciseqtl
ENSG00000163320	ciseqtl
ENSG00000163322	ciseqtl
ENSG00000163346	ciseqtl
ENSG00000163389	ciseqtl
ENSG00000163406	ciseqtl
ENSG00000163430	ciseqtl
ENSG00000163444	ciseqtl
ENSG00000163515	ciseqtl
ENSG00000163520	ciseqtl
ENSG00000163541	ciseqtl
ENSG00000163577	ciseqtl
ENSG00000163584	ciseqtl
ENSG00000163602	ciseqtl
ENSG00000163637	ciseqtl
ENSG00000163659	ciseqtl
ENSG00000163684	ciseqtl
ENSG00000163686	ciseqtl
ENSG00000163743	ciseqtl
ENSG00000163751	ciseqtl
ENSG00000163872	ciseqtl
ENSG00000163956	ciseqtl
ENSG00000163959	ciseqtl
ENSG00000163975	ciseqtl
ENSG00000164008	ciseqtl
ENSG00000164010	ciseqtl
ENSG00000164022	ciseqtl
ENSG00000164037	ciseqtl
ENSG00000164048	ciseqtl
ENSG00000164111	ciseqtl
ENSG00000164114	ciseqtl
ENSG00000164118	ciseqtl
ENSG00000164124	ciseqtl
ENSG00000164144	ciseqtl
ENSG00000164171	ciseqtl
ENSG00000164172	ciseqtl
ENSG00000164181	ciseqtl
ENSG00000164219	ciseqtl
ENSG00000164241	ciseqtl
ENSG00000164253	ciseqtl
ENSG00000164256	ciseqtl
ENSG00000164307	ciseqtl
ENSG00000164330	ciseqtl
ENSG00000164346	ciseqtl
ENSG00000164406	ciseqtl
ENSG00000164418	ciseqtl
ENSG00000164463	ciseqtl
ENSG00000164484	ciseqtl
ENSG00000164535	ciseqtl
ENSG00000164548	ciseqtl
ENSG00000164576	ciseqtl
ENSG00000164638	ciseqtl
ENSG00000164695	ciseqtl
ENSG00000164733	ciseqtl
ENSG00000164741	ciseqtl
ENSG00000164764	ciseqtl
ENSG00000164815	ciseqtl
ENSG00000164823	ciseqtl
ENSG00000164825	ciseqtl
ENSG00000164850	ciseqtl
ENSG00000164877	ciseqtl
ENSG00000164904	ciseqtl
ENSG00000164916	ciseqtl
ENSG00000164919	ciseqtl
ENSG00000164924	ciseqtl
ENSG00000164978	ciseqtl
ENSG00000165105	ciseqtl
ENSG00000165233	ciseqtl
ENSG00000165322	ciseqtl
ENSG00000165410	ciseqtl
ENSG00000165474	ciseqtl
ENSG00000165633	ciseqtl
ENSG00000165678	ciseqtl
ENSG00000165730	ciseqtl
ENSG00000165731	ciseqtl
ENSG00000165801	ciseqtl
ENSG00000165810	ciseqtl
ENSG00000165863	ciseqtl
ENSG00000165973	ciseqtl
ENSG00000165983	ciseqtl
ENSG00000166012	ciseqtl
ENSG00000166025	ciseqtl
ENSG00000166145	ciseqtl
ENSG00000166166	ciseqtl
ENSG00000166199	ciseqtl
ENSG00000166260	ciseqtl
ENSG00000166321	ciseqtl
ENSG00000166391	ciseqtl
ENSG00000166394	ciseqtl
ENSG00000166411	ciseqtl
ENSG00000166435	ciseqtl
ENSG00000166436	ciseqtl
ENSG00000166441	ciseqtl
ENSG00000166454	ciseqtl
ENSG00000166503	ciseqtl
ENSG00000166507	ciseqtl
ENSG00000166548	ciseqtl
ENSG00000166669	ciseqtl
ENSG00000166743	ciseqtl
ENSG00000166750	ciseqtl
ENSG00000166762	ciseqtl
ENSG00000166793	ciseqtl
ENSG00000166796	ciseqtl
ENSG00000166839	ciseqtl
ENSG00000166847	ciseqtl
ENSG00000166897	ciseqtl
ENSG00000166913	ciseqtl
ENSG00000166927	ciseqtl
ENSG00000166928	ciseqtl
ENSG00000166947	ciseqtl
ENSG00000166965	ciseqtl
ENSG00000167080	ciseqtl
ENSG00000167193	ciseqtl
ENSG00000167202	ciseqtl
ENSG00000167232	ciseqtl
ENSG00000167258	ciseqtl
ENSG00000167306	ciseqtl
ENSG00000167491	ciseqtl
ENSG00000167525	ciseqtl
ENSG00000167555	ciseqtl
ENSG00000167566	ciseqtl
ENSG00000167644	ciseqtl
ENSG00000167653	ciseqtl
ENSG00000167720	ciseqtl
ENSG00000167740	ciseqtl
ENSG00000167766	ciseqtl
ENSG00000167768	ciseqtl
ENSG00000168000	ciseqtl
ENSG00000168010	ciseqtl
ENSG00000168036	ciseqtl
ENSG00000168090	ciseqtl
ENSG00000168175	ciseqtl
ENSG00000168228	ciseqtl
ENSG00000168243	ciseqtl
ENSG00000168246	ciseqtl
ENSG00000168280	ciseqtl
ENSG00000168291	ciseqtl
ENSG00000168300	ciseqtl
ENSG00000168384	ciseqtl
ENSG00000168395	ciseqtl
ENSG00000168405	ciseqtl
ENSG00000168556	ciseqtl
ENSG00000168566	ciseqtl
ENSG00000168591	ciseqtl
ENSG00000168658	ciseqtl
ENSG00000168710	ciseqtl
ENSG00000168785	ciseqtl
ENSG00000168803	ciseqtl
ENSG00000168826	ciseqtl
ENSG00000168827	ciseqtl
ENSG00000168883	ciseqtl
ENSG00000168899	ciseqtl
ENSG00000168903	ciseqtl
ENSG00000168952	ciseqtl
ENSG00000168958	ciseqtl
ENSG00000169045	ciseqtl
ENSG00000169087	ciseqtl
ENSG00000169213	ciseqtl
ENSG00000169230	ciseqtl
ENSG00000169347	ciseqtl
ENSG00000169507	ciseqtl
ENSG00000169641	ciseqtl
ENSG00000169682	ciseqtl
ENSG00000169851	ciseqtl
ENSG00000169951	ciseqtl
ENSG00000169991	ciseqtl
ENSG00000170270	ciseqtl
ENSG00000170310	ciseqtl
ENSG00000170348	ciseqtl
ENSG00000170365	ciseqtl
ENSG00000170385	ciseqtl
ENSG00000170542	ciseqtl
ENSG00000170606	ciseqtl
ENSG00000170632	ciseqtl
ENSG00000170745	ciseqtl
ENSG00000170776	ciseqtl
ENSG00000170802	ciseqtl
ENSG00000170827	ciseqtl
ENSG00000170876	ciseqtl
ENSG00000170954	ciseqtl
ENSG00000171044	ciseqtl
ENSG00000171045	ciseqtl
ENSG00000171105	ciseqtl
ENSG00000171130	ciseqtl
ENSG00000171132	ciseqtl
ENSG00000171236	ciseqtl
ENSG00000171320	ciseqtl
ENSG00000171345	ciseqtl
ENSG00000171346	ciseqtl
ENSG00000171385	ciseqtl
ENSG00000171467	ciseqtl
ENSG00000171469	ciseqtl
ENSG00000171488	ciseqtl
ENSG00000171503	ciseqtl
ENSG00000171566	ciseqtl
ENSG00000171574	ciseqtl
ENSG00000171634	ciseqtl
ENSG00000171714	ciseqtl
ENSG00000171735	ciseqtl
ENSG00000171806	ciseqtl
ENSG00000171840	ciseqtl
ENSG00000171843	ciseqtl
ENSG00000171903	ciseqtl
ENSG00000171953	ciseqtl
ENSG00000172006	ciseqtl
ENSG00000172007	ciseqtl
ENSG00000172009	ciseqtl
ENSG00000172020	ciseqtl
ENSG00000172115	ciseqtl
ENSG00000172123	ciseqtl
ENSG00000172171	ciseqtl
ENSG00000172236	ciseqtl
ENSG00000172243	ciseqtl
ENSG00000172315	ciseqtl
ENSG00000172478	ciseqtl
ENSG00000172482	ciseqtl
ENSG00000172508	ciseqtl
ENSG00000172543	ciseqtl
ENSG00000172572	ciseqtl
ENSG00000172725	ciseqtl
ENSG00000172728	ciseqtl
ENSG00000172732	ciseqtl
ENSG00000172795	ciseqtl
ENSG00000172803	ciseqtl
ENSG00000172818	ciseqtl
ENSG00000172845	ciseqtl
ENSG00000173226	ciseqtl
ENSG00000173253	ciseqtl
ENSG00000173261	ciseqtl
ENSG00000173406	ciseqtl
ENSG00000173597	ciseqtl
ENSG00000173692	ciseqtl
ENSG00000173744	ciseqtl
ENSG00000173875	ciseqtl
ENSG00000173930	ciseqtl
ENSG00000173960	ciseqtl
ENSG00000174136	ciseqtl
ENSG00000174177	ciseqtl
ENSG00000174469	ciseqtl
ENSG00000174586	ciseqtl
ENSG00000174738	ciseqtl
ENSG00000174748	ciseqtl
ENSG00000174780	ciseqtl
ENSG00000174827	ciseqtl
ENSG00000175104	ciseqtl
ENSG00000175105	ciseqtl
ENSG00000175164	ciseqtl
ENSG00000175322	ciseqtl
ENSG00000175470	ciseqtl
ENSG00000175471	ciseqtl
ENSG00000175567	ciseqtl
ENSG00000175611	ciseqtl
ENSG00000175643	ciseqtl
ENSG00000176124	ciseqtl
ENSG00000176386	ciseqtl
ENSG00000176463	ciseqtl
ENSG00000176681	ciseqtl
ENSG00000176715	ciseqtl
ENSG00000176890	ciseqtl
ENSG00000177000	ciseqtl
ENSG00000177054	ciseqtl
ENSG00000177058	ciseqtl
ENSG00000177082	ciseqtl
ENSG00000177150	ciseqtl
ENSG00000177191	ciseqtl
ENSG00000177300	ciseqtl
ENSG00000177370	ciseqtl
ENSG00000177465	ciseqtl
ENSG00000177479	ciseqtl
ENSG00000177674	ciseqtl
ENSG00000177946	ciseqtl
ENSG00000178053	ciseqtl
ENSG00000178209	ciseqtl
ENSG00000178229	ciseqtl
ENSG00000178252	ciseqtl
ENSG00000178338	ciseqtl
ENSG00000178445	ciseqtl
ENSG00000178662	ciseqtl
ENSG00000178691	ciseqtl
ENSG00000178761	ciseqtl
ENSG00000178974	ciseqtl
ENSG00000178977	ciseqtl
ENSG00000179023	ciseqtl
ENSG00000179119	ciseqtl
ENSG00000179195	ciseqtl
ENSG00000179218	ciseqtl
ENSG00000179299	ciseqtl
ENSG00000179889	ciseqtl
ENSG00000180011	ciseqtl
ENSG00000180104	ciseqtl
ENSG00000180155	ciseqtl
ENSG00000180370	ciseqtl
ENSG00000180425	ciseqtl
ENSG00000180644	ciseqtl
ENSG00000180767	ciseqtl
ENSG00000180773	ciseqtl
ENSG00000180822	ciseqtl
ENSG00000180953	ciseqtl
ENSG00000181007	ciseqtl
ENSG00000181031	ciseqtl
ENSG00000181104	ciseqtl
ENSG00000181450	ciseqtl
ENSG00000181754	ciseqtl
ENSG00000181798	ciseqtl
ENSG00000181885	ciseqtl
ENSG00000182093	ciseqtl
ENSG00000182179	ciseqtl
ENSG00000182256	ciseqtl
ENSG00000182362	ciseqtl
ENSG00000182512	ciseqtl
ENSG00000182541	ciseqtl
ENSG00000182551	ciseqtl
ENSG00000182557	ciseqtl
ENSG00000182606	ciseqtl
ENSG00000182636	ciseqtl
ENSG00000182648	ciseqtl
ENSG00000182670	ciseqtl
ENSG00000182732	ciseqtl
ENSG00000182771	ciseqtl
ENSG00000182827	ciseqtl
ENSG00000182901	ciseqtl
ENSG00000182919	ciseqtl
ENSG00000182923	ciseqtl
ENSG00000182931	ciseqtl
ENSG00000182957	ciseqtl
ENSG00000182985	ciseqtl
ENSG00000182986	ciseqtl
ENSG00000183060	ciseqtl
ENSG00000183090	ciseqtl
ENSG00000183092	ciseqtl
ENSG00000183137	ciseqtl
ENSG00000183214	ciseqtl
ENSG00000183431	ciseqtl
ENSG00000183527	ciseqtl
ENSG00000183569	ciseqtl
ENSG00000183605	ciseqtl
ENSG00000183655	ciseqtl
ENSG00000183666	ciseqtl
ENSG00000183742	ciseqtl
ENSG00000183751	ciseqtl
ENSG00000183784	ciseqtl
ENSG00000183833	ciseqtl
ENSG00000183840	ciseqtl
ENSG00000183856	ciseqtl
ENSG00000183891	ciseqtl
ENSG00000183955	ciseqtl
ENSG00000184602	ciseqtl
ENSG00000184635	ciseqtl
ENSG00000184903	ciseqtl
ENSG00000185052	ciseqtl
ENSG00000185187	ciseqtl
ENSG00000185252	ciseqtl
ENSG00000185344	ciseqtl
ENSG00000185404	ciseqtl
ENSG00000185615	ciseqtl
ENSG00000185619	ciseqtl
ENSG00000185650	ciseqtl
ENSG00000185658	ciseqtl
ENSG00000185811	ciseqtl
ENSG00000185829	ciseqtl
ENSG00000186001	ciseqtl
ENSG00000186017	ciseqtl
ENSG00000186063	ciseqtl
ENSG00000186115	ciseqtl
ENSG00000186153	ciseqtl
ENSG00000186184	ciseqtl
ENSG00000186283	ciseqtl
ENSG00000186409	ciseqtl
ENSG00000186448	ciseqtl
ENSG00000186468	ciseqtl
ENSG00000186470	ciseqtl
ENSG00000186472	ciseqtl
ENSG00000186496	ciseqtl
ENSG00000186716	ciseqtl
ENSG00000186812	ciseqtl
ENSG00000186994	ciseqtl
ENSG00000187097	ciseqtl
ENSG00000187105	ciseqtl
ENSG00000187134	ciseqtl
ENSG00000187147	ciseqtl
ENSG00000187240	ciseqtl
ENSG00000187522	ciseqtl
ENSG00000187535	ciseqtl
ENSG00000187624	ciseqtl
ENSG00000187726	ciseqtl
ENSG00000187790	ciseqtl
ENSG00000187824	ciseqtl
ENSG00000187961	ciseqtl
ENSG00000188191	ciseqtl
ENSG00000188243	ciseqtl
ENSG00000188342	ciseqtl
ENSG00000188573	ciseqtl
ENSG00000188707	ciseqtl
ENSG00000188735	ciseqtl
ENSG00000188761	ciseqtl
ENSG00000188785	ciseqtl
ENSG00000189120	ciseqtl
ENSG00000189143	ciseqtl
ENSG00000189306	ciseqtl
ENSG00000196141	ciseqtl
ENSG00000196220	ciseqtl
ENSG00000196262	ciseqtl
ENSG00000196268	ciseqtl
ENSG00000196284	ciseqtl
ENSG00000196335	ciseqtl
ENSG00000196353	ciseqtl
ENSG00000196357	ciseqtl
ENSG00000196372	ciseqtl
ENSG00000196419	ciseqtl
ENSG00000196428	ciseqtl
ENSG00000196476	ciseqtl
ENSG00000196511	ciseqtl
ENSG00000196605	ciseqtl
ENSG00000196628	ciseqtl
ENSG00000196653	ciseqtl
ENSG00000196660	ciseqtl
ENSG00000196663	ciseqtl
ENSG00000196668	ciseqtl
ENSG00000196743	ciseqtl
ENSG00000196793	ciseqtl
ENSG00000197050	ciseqtl
ENSG00000197124	ciseqtl
ENSG00000197140	ciseqtl
ENSG00000197153	ciseqtl
ENSG00000197223	ciseqtl
ENSG00000197256	ciseqtl
ENSG00000197261	ciseqtl
ENSG00000197321	ciseqtl
ENSG00000197362	ciseqtl
ENSG00000197375	ciseqtl
ENSG00000197409	ciseqtl
ENSG00000197429	ciseqtl
ENSG00000197444	ciseqtl
ENSG00000197498	ciseqtl
ENSG00000197548	ciseqtl
ENSG00000197563	ciseqtl
ENSG00000197622	ciseqtl
ENSG00000197632	ciseqtl
ENSG00000197702	ciseqtl
ENSG00000197712	ciseqtl
ENSG00000197756	ciseqtl
ENSG00000197771	ciseqtl
ENSG00000197774	ciseqtl
ENSG00000197782	ciseqtl
ENSG00000197879	ciseqtl
ENSG00000197892	ciseqtl
ENSG00000197912	ciseqtl
ENSG00000197971	ciseqtl
ENSG00000197980	ciseqtl
ENSG00000198056	ciseqtl
ENSG00000198099	ciseqtl
ENSG00000198130	ciseqtl
ENSG00000198160	ciseqtl
ENSG00000198185	ciseqtl
ENSG00000198189	ciseqtl
ENSG00000198198	ciseqtl
ENSG00000198203	ciseqtl
ENSG00000198346	ciseqtl
ENSG00000198453	ciseqtl
ENSG00000198466	ciseqtl
ENSG00000198467	ciseqtl
ENSG00000198517	ciseqtl
ENSG00000198522	ciseqtl
ENSG00000198586	ciseqtl
ENSG00000198589	ciseqtl
ENSG00000198624	ciseqtl
ENSG00000198626	ciseqtl
ENSG00000198642	ciseqtl
ENSG00000198650	ciseqtl
ENSG00000198663	ciseqtl
ENSG00000198668	ciseqtl
ENSG00000198690	ciseqtl
ENSG00000198719	ciseqtl
ENSG00000198720	ciseqtl
ENSG00000198794	ciseqtl
ENSG00000198844	ciseqtl
ENSG00000198919	ciseqtl
ENSG00000198920	ciseqtl
ENSG00000198929	ciseqtl
ENSG00000198945	ciseqtl
ENSG00000198948	ciseqtl
ENSG00000199293	ciseqtl
ENSG00000203697	ciseqtl
ENSG00000203705	ciseqtl
ENSG00000203797	ciseqtl
ENSG00000203880	ciseqtl
ENSG00000204001	ciseqtl
ENSG00000204070	ciseqtl
ENSG00000204147	ciseqtl
ENSG00000204186	ciseqtl
ENSG00000204252	ciseqtl
ENSG00000204267	ciseqtl
ENSG00000204310	ciseqtl
ENSG00000204381	ciseqtl
ENSG00000204520	ciseqtl
ENSG00000204524	ciseqtl
ENSG00000204525	ciseqtl
ENSG00000204531	ciseqtl
ENSG00000204536	ciseqtl
ENSG00000204539	ciseqtl
ENSG00000204540	ciseqtl
ENSG00000204584	ciseqtl
ENSG00000204592	ciseqtl
ENSG00000204604	ciseqtl
ENSG00000204613	ciseqtl
ENSG00000204616	ciseqtl
ENSG00000204634	ciseqtl
ENSG00000204642	ciseqtl
ENSG00000204920	ciseqtl
ENSG00000204954	ciseqtl
ENSG00000204977	ciseqtl
ENSG00000205464	ciseqtl
ENSG00000205659	ciseqtl
ENSG00000206235	ciseqtl
ENSG00000206291	ciseqtl
ENSG00000206292	ciseqtl
ENSG00000206299	ciseqtl
ENSG00000206324	ciseqtl
ENSG00000206344	ciseqtl
ENSG00000206355	ciseqtl
ENSG00000206435	ciseqtl
ENSG00000206452	ciseqtl
ENSG00000206454	ciseqtl
ENSG00000206457	ciseqtl
ENSG00000206458	ciseqtl
ENSG00000206460	ciseqtl
ENSG00000206476	ciseqtl
ENSG00000206493	ciseqtl
ENSG00000206503	ciseqtl
ENSG00000206505	ciseqtl
ENSG00000206509	ciseqtl
ENSG00000206535	ciseqtl
ENSG00000206560	ciseqtl
ENSG00000206562	ciseqtl
ENSG00000211689	ciseqtl
ENSG00000212127	ciseqtl
ENSG00000212978	ciseqtl
ENSG00000213015	ciseqtl
ENSG00000213123	ciseqtl
ENSG00000213402	ciseqtl
ENSG00000213578	ciseqtl
ENSG00000213949	ciseqtl
ENSG00000214013	ciseqtl
ENSG00000214049	ciseqtl
ENSG00000214174	ciseqtl
ENSG00000214456	ciseqtl
ENSG00000214922	ciseqtl
ENSG00000215048	ciseqtl
ENSG00000215114	ciseqtl
ENSG00000215717	ciseqtl
ENSG00000216775	ciseqtl
ENSG00000216937	ciseqtl
ENSG00000217801	ciseqtl
ENSG00000218510	ciseqtl
ENSG00000221923	ciseqtl
ENSG00000221963	ciseqtl
ENSG00000223481	ciseqtl
ENSG00000223494	ciseqtl
ENSG00000223496	ciseqtl
ENSG00000223531	ciseqtl
ENSG00000223533	ciseqtl
ENSG00000223865	ciseqtl
ENSG00000223980	ciseqtl
ENSG00000224103	ciseqtl
ENSG00000224168	ciseqtl
ENSG00000224180	ciseqtl
ENSG00000224320	ciseqtl
ENSG00000224542	ciseqtl
ENSG00000225130	ciseqtl
ENSG00000225201	ciseqtl
ENSG00000225691	ciseqtl
ENSG00000225967	ciseqtl
ENSG00000226051	ciseqtl
ENSG00000226312	ciseqtl
ENSG00000226402	ciseqtl
ENSG00000226467	ciseqtl
ENSG00000226742	ciseqtl
ENSG00000226826	ciseqtl
ENSG00000227028	ciseqtl
ENSG00000227345	ciseqtl
ENSG00000227354	ciseqtl
ENSG00000227472	ciseqtl
ENSG00000227642	ciseqtl
ENSG00000227715	ciseqtl
ENSG00000228163	ciseqtl
ENSG00000228299	ciseqtl
ENSG00000228315	ciseqtl
ENSG00000228474	ciseqtl
ENSG00000228582	ciseqtl
ENSG00000228696	ciseqtl
ENSG00000228892	ciseqtl
ENSG00000229094	ciseqtl
ENSG00000229153	ciseqtl
ENSG00000229215	ciseqtl
ENSG00000229252	ciseqtl
ENSG00000229295	ciseqtl
ENSG00000229346	ciseqtl
ENSG00000229381	ciseqtl
ENSG00000229685	ciseqtl
ENSG00000229698	ciseqtl
ENSG00000230141	ciseqtl
ENSG00000230254	ciseqtl
ENSG00000230336	ciseqtl
ENSG00000230513	ciseqtl
ENSG00000230708	ciseqtl
ENSG00000230763	ciseqtl
ENSG00000230985	ciseqtl
ENSG00000231074	ciseqtl
ENSG00000231094	ciseqtl
ENSG00000231225	ciseqtl
ENSG00000231389	ciseqtl
